,index,sample,batch,condition,variable,cell,direction,ilum,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
308,Voltage (V)_d_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),d,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
309,Current Density(mA/cm2)_d_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),d,Reverse,Light,30.00307,30.0031,30.00306,30.0031,30.00306,30.00309,30.0031,30.00309,30.00305,30.00314,30.00313,30.00305,30.00309,30.00305,30.00307,30.00305,30.00306,30.00304,30.00304,30.00305,30.00305,30.00303,30.00306,30.00305,30.00303,30.00304,30.00303,30.00303,30.00301,30.00303,30.00303,30.00305,30.00303,30.00303,30.00299,30.00306,30.00305,30.00309,30.00305,30.00305,30.00301,30.00303,30.00306,30.00305,30.00307,30.00301,30.00303,27.88771,24.51385,21.16651,17.83669,14.5531,11.3426,8.141475,4.980907,1.860787,-1.226077,-4.280731,-7.299494,-10.31837,-13.28444,-16.24879,-19.18819,,,,,,,,,,,,,
310,Voltage (V)_d_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),d,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
311,Current Density(mA/cm2)_d_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),d,Forward,Light,30.00316,30.00317,30.00311,30.00314,30.00313,30.00314,30.00313,30.00315,30.00317,30.00314,30.00311,30.00314,30.00311,30.0031,30.00309,30.00309,30.00309,30.00311,30.0031,30.00311,30.00307,30.00306,30.00307,30.00306,30.00311,30.00313,30.0031,30.00306,30.0031,30.00306,30.00305,30.00306,30.00309,30.00303,30.00307,30.00304,30.00307,30.00301,30.00307,30.00303,30.00301,30.00301,30.003,30.00296,30.00299,30.00301,30.00299,27.87818,24.52201,21.16604,17.87438,14.58327,11.34146,8.140456,4.978697,1.853367,-1.226217,-4.280197,-7.303794,-10.29514,-13.28914,-16.24666,-19.18637,,,,,,,,,,,,,
312,Voltage (V)_e_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),e,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
313,Current Density(mA/cm2)_e_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),e,Reverse,Light,30.00323,30.00125,25.15219,20.38489,15.75749,11.31141,7.048231,2.986041,-0.8358306,-4.4235,-7.727762,-10.74173,-13.42048,-15.70991,-17.57334,-19.00638,-20.02725,-20.71242,-21.11776,-21.36011,-21.50933,-21.60862,-21.68174,-21.72319,-21.76095,-21.80355,-21.83577,-21.85941,-21.88398,-21.91442,-21.93185,-21.95829,-21.97174,-21.98104,-21.99801,-22.00778,-22.02456,-22.02822,-22.04001,-22.0451,-22.05169,-22.06098,-22.06378,-22.07757,-22.07899,-22.08676,-22.08868,-22.09001,-22.09459,-22.09231,-22.11554,-22.11349,-22.12447,-22.12096,-22.13484,-22.14788,-22.13039,-22.13753,-22.13666,-22.15164,-22.15834,-22.15811,-22.16773,,,,,,,,,,,,,
314,Voltage (V)_e_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),e,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
315,Current Density(mA/cm2)_e_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),e,Forward,Light,30.00311,27.65193,22.91775,18.42123,14.09669,10.03582,6.125085,2.497365,-0.9194606,-4.136341,-7.055994,-9.776888,-12.24369,-14.42206,-16.30216,-17.85436,-19.06294,-19.93649,-20.53424,-20.91806,-21.1833,-21.34739,-21.47335,-21.57692,-21.63756,-21.70577,-21.74868,-21.81223,-21.84438,-21.88049,-21.92552,-21.95459,-21.96926,-21.98837,-21.99797,-22.00903,-22.0134,-22.03308,-22.03858,-22.06224,-22.05307,-22.05547,-22.07846,-22.08141,-22.08945,-22.08794,-22.08544,-22.10177,-22.12076,-22.12157,-22.12428,-22.12742,-22.12959,-22.14208,-22.13281,-22.13366,-22.14501,-22.15553,-22.15361,-22.14916,-22.15776,-22.17344,-22.16306,,,,,,,,,,,,,
316,Voltage (V)_f_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),f,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
317,Current Density(mA/cm2)_f_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-8.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),f,Reverse,Light,30.00307,30.00303,30.00309,30.00307,30.0031,30.00305,30.00308,30.00307,30.00313,30.00309,30.00306,30.00307,30.00304,30.00305,30.00311,30.00311,30.00307,30.00305,30.00303,28.49773,25.42599,22.58597,19.7813,17.17537,14.58072,12.23764,10.12031,8.142238,6.376325,4.727263,3.230778,1.831829,0.5213546,-0.7071619,-1.906914,-3.047541,-4.158944,-5.259626,-6.271675,-7.305813,-8.294037,-9.261875,-10.20782,-11.0593,-11.96421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
318,Voltage (V)_a_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),a,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
319,Current Density(mA/cm2)_a_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),a,Reverse,Light,30.00303,30.00301,30.00303,30.00303,30.00303,30.00299,30.00299,30.00306,30.00298,30.00299,30.00301,30.00298,30.00297,30.00299,30.00299,30.00296,30.00301,30.00297,30.00301,30.00296,30.00301,30.00298,30.00303,30.00295,30.00296,30.00299,30.00298,30.00294,30.00296,30.00296,30.00293,30.00295,30.00295,30.00295,30.00294,30.00296,30.00294,30.00295,30.00292,30.00294,30.00293,30.00294,30.00294,30.0029,30.00293,30.00292,30.00291,30.00295,30.0029,28.62488,24.88701,21.17932,17.47843,13.77784,10.09367,6.410669,2.735896,-0.9281369,-4.581571,-8.2427,-11.88926,-15.55916,-19.20591,,,,,,,,,,,,,
320,Voltage (V)_a_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),a,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
321,Current Density(mA/cm2)_a_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),a,Forward,Light,30.00315,30.00312,30.00311,30.00307,30.00311,30.0031,30.00313,30.00307,30.0031,30.00305,30.00304,30.00307,30.00307,30.00311,30.00306,30.00308,30.00303,30.00306,30.00301,30.00303,30.00303,30.00304,30.00299,30.00303,30.00297,30.00299,30.00299,30.00299,30.00301,30.003,30.00297,30.00296,30.00297,30.00296,30.00296,30.00299,30.00302,30.00295,30.00296,30.00298,30.00295,30.00292,30.00298,30.00301,30.00291,30.00294,30.00292,30.00291,30.00291,28.62857,24.88625,21.17571,17.47736,13.77547,10.09419,6.414263,2.744255,-0.9247625,-4.582627,-8.239788,-11.90133,-15.5563,-19.20709,,,,,,,,,,,,,
322,Voltage (V)_b_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),b,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
323,Current Density(mA/cm2)_b_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),b,Reverse,Light,25.90781,23.20612,20.80912,18.81206,17.04322,15.44657,13.97426,12.51435,11.18133,9.697994,8.269837,6.798181,5.30334,3.623172,1.929627,0.3832448,-1.252603,-2.951362,-4.508448,-5.955914,-7.280456,-8.449662,-9.532512,-10.43239,-11.18959,-11.85558,-12.43234,-12.95319,-13.40887,-13.76777,-14.10448,-14.38845,-14.69519,-14.92368,-15.18186,-15.43386,-15.68797,-15.88351,-16.15482,-16.38986,-16.62801,-16.83816,-17.09123,-17.27534,-17.50183,-17.74259,-17.95134,-18.19683,-18.41525,-18.63782,-18.85592,-19.07658,-19.3042,-19.52444,-19.74723,-19.96299,-20.18693,-20.42073,-20.65133,-20.89441,-21.13724,-21.38722,-21.63069,,,,,,,,,,,,,
324,Voltage (V)_b_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),b,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
325,Current Density(mA/cm2)_b_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),b,Forward,Light,24.69374,22.45958,20.42823,18.61541,17.07957,15.70918,14.4642,13.27211,12.16016,10.98816,9.764931,8.4253,6.941212,5.676826,4.134616,2.508717,0.8237119,-0.7789531,-2.369021,-3.913708,-5.373816,-6.504288,-7.649063,-8.7266,-9.63395,-10.49072,-11.20509,-11.80834,-12.2998,-12.76356,-13.20389,-13.55202,-13.89496,-14.19886,-14.49791,-14.83633,-15.07857,-15.36383,-15.63545,-15.88402,-16.14286,-16.38032,-16.63108,-16.86977,-17.14102,-17.37226,-17.63786,-17.902,-18.11112,-18.35701,-18.62062,-18.87237,-19.12013,-19.35928,-19.62751,-19.88094,-20.1146,-20.37196,-20.61772,-20.87408,-21.12255,-21.37583,-21.62591,,,,,,,,,,,,,
326,Voltage (V)_c_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),c,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
327,Current Density(mA/cm2)_c_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),c,Reverse,Light,18.59104,15.93372,13.40365,11.05703,8.891856,6.884069,4.966744,3.174046,1.392642,-0.3635312,-2.120686,-3.968997,-5.824985,-7.628375,-9.443825,-11.19276,-12.84021,-14.35913,-15.72585,-16.92411,-17.97404,-18.83452,-19.51714,-20.05336,-20.44909,-20.73674,-20.94177,-21.07273,-21.20027,-21.29427,-21.35598,-21.4151,-21.47241,-21.54774,-21.58837,-21.62121,-21.67111,-21.70179,-21.74804,-21.77246,-21.80147,-21.83934,-21.86311,-21.89863,-21.91097,-21.94031,-21.96239,-21.97767,-21.98608,-21.99763,-22.02814,-22.04419,-22.05681,-22.04936,-22.07959,-22.09246,-22.10181,-22.11522,-22.10993,-22.12743,-22.13457,-22.14295,-22.14682,,,,,,,,,,,,,
328,Voltage (V)_c_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),c,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
329,Current Density(mA/cm2)_c_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),c,Forward,Light,17.47679,14.40719,11.77015,9.51625,7.598256,5.805941,4.317883,2.925342,1.574702,0.2529228,-1.014094,-2.413752,-3.911912,-5.543098,-6.905931,-8.499588,-10.0968,-11.65158,-13.13441,-14.48874,-15.71191,-16.82533,-17.77515,-18.57653,-19.23849,-19.75828,-20.15948,-20.47488,-20.70306,-20.88304,-21.03965,-21.15161,-21.25789,-21.343,-21.42742,-21.50272,-21.56162,-21.61793,-21.66521,-21.71992,-21.7665,-21.79961,-21.83743,-21.86506,-21.89861,-21.90456,-21.92803,-21.95757,-21.96826,-21.99119,-22.00224,-22.02346,-22.03797,-22.04367,-22.06477,-22.075,-22.08324,-22.09702,-22.10139,-22.11133,-22.12913,-22.14092,-22.14144,,,,,,,,,,,,,
330,Voltage (V)_d_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),d,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
331,Current Density(mA/cm2)_d_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),d,Reverse,Light,30.00313,29.31451,25.35256,21.36128,17.44264,13.64429,9.983819,6.446519,3.069506,-0.1353718,-3.176994,-6.078479,-8.76175,-11.20067,-13.38302,-15.24603,-16.78479,-18.01899,-18.93269,-19.63144,-20.11034,-20.46508,-20.73666,-20.92694,-21.08739,-21.21571,-21.33724,-21.43986,-21.51719,-21.59769,-21.67328,-21.75293,-21.80762,-21.85872,-21.93344,-21.9779,-22.03673,-22.05629,-22.10584,-22.15826,-22.18652,-22.22549,-22.25369,-22.30213,-22.33609,-22.35732,-22.38892,-22.42159,-22.45541,-22.47185,-22.49263,-22.51119,-22.53291,-22.55394,-22.55983,-22.59229,-22.60157,-22.60994,-22.62992,-22.63877,-22.66406,-22.66207,-22.67527,,,,,,,,,,,,,
332,Voltage (V)_d_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),d,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
333,Current Density(mA/cm2)_d_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),d,Forward,Light,30.00306,26.80879,22.80241,19.07392,15.58713,12.27354,9.1677,6.173443,3.384059,0.7017187,-1.866677,-4.415741,-6.594444,-8.777744,-10.83049,-12.71349,-14.42253,-15.89307,-17.11453,-18.09951,-18.84041,-19.41029,-19.84556,-20.20223,-20.49266,-20.7201,-20.92134,-21.08266,-21.23619,-21.35695,-21.47279,-21.56633,-21.65608,-21.74932,-21.82159,-21.87834,-21.95473,-22.00496,-22.05492,-22.11395,-22.15113,-22.19707,-22.23252,-22.26957,-22.31219,-22.32972,-22.36322,-22.39143,-22.432,-22.44639,-22.47261,-22.50434,-22.51999,-22.54593,-22.56308,-22.57989,-22.60186,-22.60262,-22.62308,-22.62819,-22.65024,-22.6588,-22.67806,,,,,,,,,,,,,
334,Voltage (V)_e_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),e,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
335,Current Density(mA/cm2)_e_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),e,Reverse,Light,30.00303,30.00304,30.00307,30.00302,30.00301,30.00306,30.00307,30.00304,27.91177,25.81046,23.89989,22.09349,20.33927,18.60412,16.85058,14.97477,12.99801,10.98764,8.854844,6.702612,4.564026,2.399936,0.3503702,-1.563041,-3.417525,-5.082804,-6.530531,-7.76845,-8.842519,-9.789919,-10.60977,-11.35317,-12.02417,-12.6622,-13.2512,-13.82501,-14.36884,-14.89624,-15.41171,-15.90332,-16.37866,-16.82795,-17.27314,-17.70062,-18.11669,-18.51743,-18.87558,-19.22643,-19.57118,-19.88519,-20.19207,-20.46009,-20.73069,-20.96203,-21.16391,-21.36085,-21.52767,-21.69932,-21.82501,-21.94516,-22.0702,-22.16458,-22.25611,,,,,,,,,,,,,
336,Voltage (V)_e_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),e,Forward,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
337,Current Density(mA/cm2)_e_Forward_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),e,Forward,Light,30.00307,30.00303,30.00305,30.00303,30.00303,30.00303,29.33026,27.83659,26.36332,24.84008,23.40613,21.90999,20.46842,18.93281,17.36305,15.67941,13.87005,11.94286,9.892837,7.767087,5.730349,3.547636,1.384738,-0.5147012,-2.33283,-4.135525,-5.769887,-7.102556,-8.320556,-9.393006,-10.3107,-11.1113,-11.83178,-12.49264,-13.10531,-13.68508,-14.25871,-14.82219,-15.32784,-15.82941,-16.30777,-16.79096,-17.24255,-17.66733,-18.07593,-18.46521,-18.84384,-19.20619,-19.53557,-19.86407,-20.16099,-20.45198,-20.71314,-20.93998,-21.15532,-21.36414,-21.52778,-21.68226,-21.81881,-21.94171,-22.07473,-22.16835,-22.24762,,,,,,,,,,,,,
338,Voltage (V)_f_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Voltage (V),f,Reverse,Light,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,,,,,,,,,,,,,
339,Current Density(mA/cm2)_f_Reverse_Light,../NUkRVxDdS06VkUvRt9HNJA/HZB_MMB_12_1_C-12.jv.txt,NUkRVxDdS06VkUvRt9HNJA,w,Current Density(mA/cm2),f,Reverse,Light,30.00309,30.00307,30.00309,27.58061,21.91349,16.44516,11.19365,6.194291,1.489704,-2.899622,-6.91925,-10.52071,-13.64741,-16.2218,-18.20783,-19.61111,-20.49702,-21.02852,-21.31734,-21.49501,-21.58726,-21.64891,-21.70259,-21.74439,-21.79979,-21.83407,-21.86926,-21.89224,-21.91719,-21.94698,-21.96414,-21.97932,-21.99394,-22.01269,-22.02658,-22.03705,-22.05774,-22.05891,-22.07406,-22.09854,-22.0918,-22.10093,-22.09609,-22.10557,-22.10439,-22.12042,-22.11899,-22.12452,-22.13207,-22.13139,-22.13646,-22.14309,-22.15253,-22.15397,-22.15052,-22.16581,-22.16409,-22.16834,-22.16824,-22.17026,-22.19393,-22.18994,-22.19101,,,,,,,,,,,,,
